dataset,conversation_id,turn_id,video_id,level,level_label,speaker_role,turn_text,n_utterances_in_turn,turn_order,turn_embedding_idx,episode_id
wired,wired_fractal_12,20,fractal,0,child,partner,"I'd be like, oh my that's a lot of work.",1,19,624,1
wired,wired_fractal_12,21,fractal,0,child,expert,"Yeah, it's a ton of work. If you think about Moana's island, it has these tens and hundreds of thousands of trees on it. And that's why we need computers to help us out because computers are really good at taking these really simple rules, like put two branches on every other branch and doing it really, really fast.",3,20,625,1
wired,wired_fractal_12,22,fractal,0,child,partner,I want to know how to draw a fractal.,1,21,626,2
wired,wired_fractal_12,23,fractal,0,child,expert,"On a computer if you wanna learn to draw fractals, then you might need to learn a little bit about programming.",1,22,627,2
wired,wired_fractal_12,24,fractal,0,child,partner,Programming.,1,23,628,2
wired,wired_fractal_12,25,fractal,0,child,expert,Yeah.,1,24,629,2
wired,wired_fractal_12,26,fractal,0,child,partner,Like coding.,1,25,630,2
wired,wired_fractal_12,27,fractal,0,child,expert,"Like coding, exactly. That's what actually a lot of the artists for the movies are working with code rather than with a paintbrush. So in your own words, how would you describe a fractal to somebody?",3,26,631,2
wired,wired_fractal_12,28,fractal,0,child,partner,"I would describe a fractal by saying that when you see a, a object, if you zoom in closely, you'll see that it's, it's broken down into pieces. So as you zoom in more closely, you'll keep seeing smaller and smaller pieces.",2,27,632,2
wired,wired_fractal_12,29,fractal,0,child,expert,Definitely that is totally what fractals are all about.,1,28,633,2
wired,wired_fractal_12,30,fractal,0,child,partner,Yes.,1,29,634,2
wired,wired_fractal_13,1,fractal,1,teenager,expert,So what are you studying in seventh grade these days?,1,0,635,0
wired,wired_fractal_13,2,fractal,1,teenager,partner,I think we're doing geometry still.,1,1,636,0
wired,wired_fractal_13,3,fractal,1,teenager,expert,What if I told you that there are shapes where you can't measure the length of the perimeter.,1,2,637,0
wired,wired_fractal_13,4,fractal,1,teenager,partner,"It's big, but all of the sides are kind of like, so weird that they wouldn't be able to pinpoint anything specific to add together.",1,3,638,0
wired,wired_fractal_13,5,fractal,1,teenager,expert,"The shape is just super, super complicated. Yeah. And so you can't actually measure the length.",3,4,639,0
wired,wired_fractal_13,6,fractal,1,teenager,partner,Yeah.,1,5,640,0
wired,wired_fractal_13,7,fractal,1,teenager,expert,"Right? Yeah. So that's already a really good idea of what a fractal is. It has some really, really interesting detail at all, scales that makes it hard to talk about standard quantities like lengths and areas and volumes.",4,6,641,0
wired,wired_fractal_13,8,fractal,1,teenager,partner,Would a planet or an asteroid be a fractal?,1,7,642,0
wired,wired_fractal_13,9,fractal,1,teenager,expert,"Yeah, so if you look at kind of the wrinkly surface of an asteroid, each one of those little wrinkles adds a little bit to the surface area. And so it's really hard to say, what is the area of an asteroid? Let's take a look at a little example of where fractals actually show up in nature. What we're gonna try to do is we're gonna try to say what the length of the coastline of great Britain is. So we're gonna start out with the blue ones, which are spaced further apart. We're gonna ask you to connect the blue pins with a piece of string so we can get a measurement of the coastline. So we have our first measurement of the length of the coastline, and we're gonna do it over again. But this time we're gonna use the white pins, which are spaced closer together. So we measured the coastline again. And what do you think happens?",10,8,643,0
wired,wired_fractal_13,10,fractal,1,teenager,partner,There's more in and out. Therefore probably takes more string for this one.,2,9,644,0
wired,wired_fractal_13,11,fractal,1,teenager,expert,"I think I agree with you, but I think to really validate our scientific experiment, we should probably compare the length of the string. A lot of extra slack in that pink string. So what we noticed with great Britain is we were never able to measure it's length. It just kept getting longer and longer. This is called the coastline paradox where there's not really one definite number you can assign to the length of the coastline, but it depends on how you measure it. Like if we kept going to really get this to be accurate, we might have to like actually go down the beach and start measuring these tiny little details along the coastline. But really there's so much detail. We would probably never get a definite answer for how long the coastline is. Fractals also give us a really nice language. We're talking about how smooth or rough some kind of shape is. And actually a lot of people, engineers and scientists use this idea of fractals and this language of fractals to compare different shapes, not in terms of their size, but in terms of their roughness. So based on everything we talked about today, how would you describe a fractal to somebody in your own words?",12,10,645,0
wired,wired_fractal_13,12,fractal,1,teenager,partner,"It's a shape, that you can't describe as a shape.",1,11,646,0
wired,wired_fractal_13,13,fractal,1,teenager,expert,"Yeah, totally. Like it's a shape that you can't use sort of the ordinary language that we use to talk about shapes you really need some other ideas or concepts to talk about.",2,12,647,0
wired,wired_fractal_14,1,fractal,2,undergraduate,expert,Do you play any video games?,1,0,648,0
wired,wired_fractal_14,2,fractal,2,undergraduate,partner,I really like hard stone Minecraft.,1,1,649,0
wired,wired_fractal_14,3,fractal,2,undergraduate,expert,"What happens in Minecraft if you get really, really close to a shape?",1,2,650,0
wired,wired_fractal_14,4,fractal,2,undergraduate,partner,"Well, it just looks like a block.",1,3,651,0
wired,wired_fractal_14,5,fractal,2,undergraduate,expert,"Yeah it looks really blocky. And it's the same thing not only with shapes and games, but also colors and textures. And this is an especially a big problem in virtual reality because you have no control over where people are gonna go. What they're gonna look at, how close they're gonna get to various objects. So fractals on the other hand are these things that have infinitely, you know, nice details you get closer and closer and closer. And so this is something that can help us solve this problem in computer graphics of generating more detail. One of the reasons why fractals are really nice for computer graphics is because the algorithms that we use to draw images also have this kind of recursive flavor. What's recursion?",8,4,652,0
wired,wired_fractal_14,6,fractal,2,undergraduate,partner,"Recursion is a function that uses itself or calls itself in it's definition. And basically with that, you can figure out minute details such as searching for a value in a binary tree. It's kind of like iterating through itself, but it's often more sophisticated in that it's easier to write.",3,5,653,0
wired,wired_fractal_14,7,fractal,2,undergraduate,expert,"They're easy for a computer to execute, right? It just has to run this recursive procedure over and over and over again. We can kind of get as much detail as we want or need. When I think about fractals and kind of what they've done for computer graphics, the example I think is subdivision surfaces. Did you, did you encounter subdivision surfaces in your graphics class at all?",5,6,654,0
wired,wired_fractal_14,8,fractal,2,undergraduate,partner,The name doesn't really ring a bell?,1,7,655,0
wired,wired_fractal_14,9,fractal,2,undergraduate,expert,"So subdivision surface is a way of describing a smooth shape on a computer rather than some complicated fractal shape. So meshes and computer graphics are usually made of these flat polygons with kind of sharp edges. And so the question is how can I get something nice and round and smooth out of these sharp looking polygons? What I can do is I can start cutting one at a time, the corners of this paper off, it still looks very angular. I still have these really sharp points.",5,8,656,0
wired,wired_fractal_14,10,fractal,2,undergraduate,partner,Right why are we doing this?,1,9,657,0
wired,wired_fractal_14,11,fractal,2,undergraduate,expert,"Because I want to draw a smooth curve on the screen, but all my computer can do is draw straight lines. And that's actually too true of GPUs. It's kind of interesting. GPUs are basically really fast machines that can only draw one thing and that's a flat triangle. And so if we keep doing this with our paper, you kind of get pretty quickly the idea of what's gonna happen. So when you go to see a Pixar movie, for instance, every surface has been subdivided down. So you have tiny little triangles called micro polygons that are even smaller than the size of a pixel.",7,10,658,0
